Id,LotFrontage,LotArea,LotArea - delete,LotConfig,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscFeature,MiscVal,MoSold,YrSold,SalePrice
77,,8475.115984,8475,Inside,1Fam,1Story,4,7,1956,1956,VinylSd,VinylSd,None,0,TA,TA,CBlock,TA,TA,No,ALQ,228,0,724,952,Y,FuseA,952,0,0,952,0,0,1,0,2,1,TA,4,Typ,0,NA,1956,Unf,1,283,TA,0,0,0,0,0,0,NA,0,4,2008,135750
78,50,8635.016316,8635,Inside,1Fam,1.5Fin,5,5,1948,2001,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,TA,TA,No,BLQ,336,41,295,672,Y,SBrkr,1072,213,0,1285,1,0,1,0,2,1,TA,6,Min1,0,NA,1948,Unf,1,240,TA,0,0,0,0,0,0,NA,0,1,2008,127000
79,72,10778.82701,10778,Inside,Duplex,1Story,4,5,1968,1968,HdBoard,HdBoard,None,0,TA,TA,CBlock,TA,TA,No,Unf,0,0,1768,1768,N,SBrkr,1768,0,0,1768,0,0,2,0,4,2,TA,8,Typ,0,NA,NA,NA,0,0,NA,0,0,0,0,0,0,NA,0,4,2010,136500
80,60,10440.09333,10440,Corner,1Fam,2Story,5,6,1910,1981,Wd Sdng,Wd Sdng,None,0,TA,TA,PConc,TA,TA,No,Unf,0,0,440,440,Y,SBrkr,682,548,0,1230,0,0,1,1,2,1,TA,5,Typ,0,NA,1966,Unf,2,440,TA,74,0,128,0,0,0,NA,0,5,2009,110000
81,100,13000.23492,13000,Corner,1Fam,2Story,6,6,1968,1968,VinylSd,VinylSd,BrkFace,576,TA,Gd,CBlock,Gd,TA,No,Rec,448,0,448,896,Y,SBrkr,1182,960,0,2142,0,0,2,1,4,1,Gd,8,Typ,1,Gd,1968,Fin,1,509,TA,0,72,0,0,252,0,NA,0,6,2009,193500
82,32,4500.29194,4500,FR2,TwnhsE,1Story,6,5,1998,1998,VinylSd,VinylSd,BrkFace,443,TA,Gd,PConc,Ex,Gd,No,GLQ,1201,0,36,1237,Y,SBrkr,1337,0,0,1337,1,0,2,0,2,1,TA,5,Typ,0,NA,1998,Fin,2,405,TA,0,199,0,0,0,0,NA,0,3,2006,153500
83,78,10206.32571,10206,Inside,1Fam,1Story,8,5,2007,2007,VinylSd,VinylSd,Stone,468,TA,TA,PConc,Gd,TA,No,GLQ,33,0,1530,1563,Y,SBrkr,1563,0,0,1563,0,0,2,0,3,1,Gd,6,Typ,1,Gd,2007,RFn,3,758,TA,144,99,0,0,0,0,NA,0,10,2008,245000
84,80,8892.232865,8892,Inside,1Fam,1Story,5,5,1960,1960,MetalSd,MetalSd,BrkCmn,66,TA,TA,CBlock,TA,TA,No,Unf,0,0,1065,1065,Y,SBrkr,1065,0,0,1065,0,0,1,1,3,1,TA,6,Typ,0,NA,1974,Unf,2,461,TA,74,0,0,0,0,0,NA,0,7,2007,126500
85,,8530.086133,8530,Inside,1Fam,SLvl,7,5,1995,1996,HdBoard,HdBoard,BrkFace,22,TA,TA,PConc,Gd,TA,No,Unf,0,0,384,384,Y,SBrkr,804,670,0,1474,0,0,2,1,3,1,TA,7,Typ,1,TA,1995,Fin,2,400,TA,120,72,0,0,0,0,Shed,700,5,2009,168500
86,121,16059.78491,16059,Corner,1Fam,2Story,8,5,1991,1992,HdBoard,HdBoard,BrkFace,284,Gd,TA,CBlock,Gd,TA,No,Unf,0,0,1288,1288,Y,SBrkr,1301,1116,0,2417,0,0,2,1,4,1,Gd,9,Typ,1,TA,1991,Unf,2,462,TA,127,82,0,0,0,0,NA,0,4,2006,260000
87,122,11911.54098,11911,Inside,1Fam,2Story,6,5,2005,2005,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,Av,Unf,0,0,684,684,Y,SBrkr,684,876,0,1560,0,0,2,1,3,1,Gd,6,Typ,1,Gd,2005,Fin,2,400,TA,100,38,0,0,0,0,NA,0,3,2009,174000
88,40,3951.480113,3951,Corner,TwnhsE,2Story,6,5,2009,2009,VinylSd,VinylSd,Stone,76,Gd,TA,PConc,Gd,TA,Av,Unf,0,0,612,612,Y,SBrkr,612,612,0,1224,0,0,2,1,2,1,Gd,4,Typ,0,NA,2009,RFn,2,528,TA,0,234,0,0,0,0,NA,0,6,2009,164500
89,105,8470.484059,8470,Corner,1Fam,1.5Fin,3,2,1915,1982,Plywood,Plywood,None,0,Fa,Fa,CBlock,TA,Fa,No,Unf,0,0,1013,1013,N,SBrkr,1013,0,513,1526,0,0,1,0,2,1,Fa,6,Typ,0,NA,NA,NA,0,0,NA,0,0,156,0,0,0,NA,0,10,2009,85000
90,60,8070.139207,8070,Inside,1Fam,1Story,4,5,1994,1995,VinylSd,VinylSd,None,0,TA,TA,PConc,Gd,TA,No,GLQ,588,0,402,990,Y,SBrkr,990,0,0,990,1,0,1,0,3,1,TA,5,Typ,0,NA,NA,NA,0,0,NA,0,0,0,0,0,0,NA,0,8,2007,123600
91,60,7200.039897,7200,Inside,1Fam,1Story,4,5,1950,1950,BrkFace,Wd Sdng,None,0,TA,TA,Slab,NA,NA,NA,NA,0,0,0,0,Y,FuseA,1040,0,0,1040,0,0,1,0,2,1,TA,4,Typ,0,NA,1950,Unf,2,420,TA,0,29,0,0,0,0,NA,0,7,2006,109900
92,85,8500.850235,8500,Inside,1Fam,1Story,5,3,1961,1961,HdBoard,HdBoard,BrkCmn,203,TA,TA,CBlock,TA,TA,No,Rec,600,0,635,1235,Y,SBrkr,1235,0,0,1235,0,0,1,0,2,1,TA,6,Typ,0,NA,1961,Unf,2,480,TA,0,0,0,0,0,0,NA,0,12,2006,98600
93,80,13360.13913,13360,Inside,1Fam,1Story,5,7,1921,2006,Wd Sdng,Wd Sdng,None,0,TA,Gd,BrkTil,Gd,TA,No,ALQ,713,0,163,876,Y,SBrkr,964,0,0,964,1,0,1,0,2,1,TA,5,Typ,0,NA,1921,Unf,2,432,TA,0,0,44,0,0,0,NA,0,8,2009,163500
94,60,7200.882174,7200,Corner,2fmCon,2.5Unf,6,6,1910,1998,MetalSd,MetalSd,None,0,TA,TA,BrkTil,TA,Fa,Mn,Rec,1046,0,168,1214,N,SBrkr,1260,1031,0,2291,0,1,2,0,4,2,TA,9,Typ,1,Gd,1900,Unf,2,506,TA,0,0,0,0,99,0,NA,0,11,2007,133900
95,69,9337.315522,9337,Inside,1Fam,2Story,6,5,1997,1997,VinylSd,VinylSd,None,0,TA,Gd,PConc,Gd,TA,No,GLQ,648,0,176,824,Y,SBrkr,905,881,0,1786,1,0,2,1,3,1,Gd,7,Typ,0,NA,1997,RFn,2,684,TA,0,162,0,0,0,0,NA,0,5,2007,204750
96,,9765.440668,9765,Corner,1Fam,2Story,6,8,1993,1993,VinylSd,VinylSd,BrkFace,68,Ex,Gd,PConc,Gd,Gd,No,ALQ,310,0,370,680,Y,SBrkr,680,790,0,1470,0,0,2,1,3,1,TA,6,Typ,1,TA,1993,Fin,2,420,TA,232,63,0,0,0,0,Shed,480,4,2009,185000
97,78,10264.53706,10264,Inside,1Fam,1Story,7,5,1999,1999,VinylSd,VinylSd,BrkFace,183,Gd,TA,PConc,Gd,TA,Av,ALQ,1162,0,426,1588,Y,SBrkr,1588,0,0,1588,0,0,2,0,3,1,Gd,6,Typ,0,NA,1999,RFn,2,472,TA,158,29,0,0,0,0,NA,0,8,2006,214000
98,73,10921.13229,10921,Inside,1Fam,1Story,4,5,1965,1965,HdBoard,HdBoard,BrkFace,48,TA,TA,CBlock,TA,TA,No,Rec,520,0,440,960,Y,FuseF,960,0,0,960,1,0,1,0,3,1,TA,6,Typ,0,NA,1965,Fin,1,432,TA,120,0,0,0,0,0,NA,0,5,2007,94750
99,85,10625.34079,10625,Corner,1Fam,1Story,5,5,1920,1950,Wd Sdng,Wd Sdng,None,0,TA,TA,BrkTil,TA,TA,No,ALQ,108,0,350,458,N,SBrkr,835,0,0,835,0,0,1,0,2,1,TA,5,Typ,0,NA,1920,Unf,1,366,Fa,0,0,77,0,0,0,Shed,400,5,2010,83000
100,77,9320.564208,9320,Inside,1Fam,1Story,4,5,1959,1959,Plywood,Plywood,None,0,TA,TA,CBlock,TA,TA,No,ALQ,569,0,381,950,Y,SBrkr,1225,0,0,1225,1,0,1,1,3,1,TA,6,Typ,0,NA,NA,NA,0,0,NA,352,0,0,0,0,0,Shed,400,1,2010,128950
101,,10603.50584,10603,Inside,1Fam,1Story,6,7,1977,2001,Plywood,Plywood,BrkFace,28,TA,TA,PConc,TA,TA,Mn,ALQ,1200,0,410,1610,Y,SBrkr,1610,0,0,1610,1,0,2,0,3,1,Gd,6,Typ,2,TA,1977,RFn,2,480,TA,168,68,0,0,0,0,NA,0,2,2010,205000
102,77,9206.530215,9206,Inside,1Fam,2Story,6,5,1985,1985,HdBoard,HdBoard,BrkFace,336,Gd,TA,CBlock,Gd,TA,No,Unf,0,0,741,741,Y,SBrkr,977,755,0,1732,0,0,2,1,3,1,Gd,7,Typ,1,TA,1985,Fin,2,476,TA,192,46,0,0,0,0,NA,0,6,2010,178000
103,64,7018.66257,7018,Inside,Duplex,1Story,5,5,1979,1979,HdBoard,HdBoard,None,0,TA,Fa,Slab,NA,NA,NA,NA,0,0,0,0,Y,SBrkr,1535,0,0,1535,0,0,2,0,4,2,TA,8,Typ,0,NA,1979,Unf,2,410,TA,0,0,0,0,0,0,NA,0,6,2009,118964
104,94,10402.37039,10402,Corner,1Fam,1Story,7,5,2009,2009,VinylSd,VinylSd,None,0,TA,TA,PConc,Gd,TA,No,Unf,0,0,1226,1226,Y,SBrkr,1226,0,0,1226,0,0,2,0,3,1,Gd,6,Typ,0,NA,2009,RFn,3,740,TA,0,36,0,0,0,0,NA,0,5,2010,198900
105,,7758.739806,7758,Corner,1Fam,1.5Fin,7,4,1931,1950,Stucco,Stucco,BrkFace,600,TA,Fa,PConc,TA,TA,No,LwQ,224,0,816,1040,Y,FuseF,1226,592,0,1818,0,0,1,1,4,1,TA,7,Typ,2,TA,1951,Unf,1,240,TA,0,0,0,0,184,0,NA,0,6,2007,169500
106,75,9375.93733,9375,Inside,1Fam,2Story,8,5,2003,2004,VinylSd,VinylSd,BrkFace,768,Gd,TA,PConc,Ex,TA,No,Unf,0,0,1053,1053,Y,SBrkr,1053,939,0,1992,0,0,2,1,3,1,Gd,9,Typ,1,Gd,2003,RFn,2,648,TA,140,45,0,0,0,0,NA,0,8,2008,250000
107,60,10800.96206,10800,Inside,1Fam,1Story,4,7,1885,1995,VinylSd,VinylSd,None,0,TA,TA,BrkTil,Fa,TA,No,Unf,0,0,641,641,Y,SBrkr,1047,0,0,1047,0,0,1,0,2,1,TA,6,Typ,0,NA,1954,Unf,1,273,Fa,0,0,0,0,0,0,Shed,450,8,2007,100000
108,50,6000.11372,6000,Inside,1Fam,1Story,5,5,1948,1950,VinylSd,VinylSd,None,0,TA,TA,CBlock,TA,TA,No,ALQ,104,169,516,789,Y,SBrkr,789,0,0,789,0,0,1,0,2,1,TA,5,Typ,0,NA,1948,Unf,1,250,TA,0,0,0,0,0,0,NA,0,4,2008,115000
109,85,8500.770807,8500,Corner,1Fam,1.5Fin,5,7,1919,2005,CemntBd,CmentBd,None,0,TA,TA,CBlock,TA,TA,No,Unf,0,0,793,793,N,FuseF,997,520,0,1517,0,0,2,0,3,1,Fa,7,Typ,0,NA,NA,NA,0,0,NA,0,0,144,0,0,0,NA,0,8,2007,115000
110,105,11751.33526,11751,Inside,1Fam,1Story,6,6,1977,1977,Plywood,Plywood,BrkFace,480,TA,TA,CBlock,Gd,TA,No,BLQ,705,0,1139,1844,Y,SBrkr,1844,0,0,1844,0,0,2,0,3,1,TA,7,Typ,1,TA,1977,RFn,2,546,TA,0,122,0,0,0,0,NA,0,1,2010,190000
111,75,9525.930846,9525,Inside,1Fam,1.5Fin,6,4,1954,1972,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,TA,Fa,No,Rec,444,0,550,994,Y,SBrkr,1216,639,0,1855,0,0,2,0,4,1,TA,7,Typ,0,NA,1954,Unf,1,325,TA,182,0,0,0,0,0,NA,0,10,2006,136900
112,,7750.16192,7750,Inside,1Fam,SLvl,7,5,2000,2000,VinylSd,VinylSd,None,0,TA,TA,PConc,Gd,TA,No,GLQ,250,0,134,384,Y,SBrkr,774,656,0,1430,0,0,2,1,3,1,TA,7,Typ,1,TA,2000,Fin,2,400,TA,180,0,0,0,0,0,NA,0,4,2010,180000
113,77,9965.362048,9965,Inside,1Fam,2Story,7,5,2007,2007,VinylSd,VinylSd,Stone,220,Gd,TA,PConc,Ex,TA,Av,GLQ,984,0,280,1264,Y,SBrkr,1282,1414,0,2696,1,0,2,1,4,1,Ex,10,Typ,1,Gd,2007,Fin,3,792,TA,120,184,0,0,168,0,NA,0,10,2007,383970
114,,21000.92807,21000,Corner,1Fam,1Story,6,5,1953,1953,Wd Sdng,Wd Sdng,BrkFace,184,TA,Gd,CBlock,Gd,TA,Mn,ALQ,35,869,905,1809,Y,SBrkr,2259,0,0,2259,1,0,2,0,3,1,Gd,7,Typ,2,Gd,1953,Unf,2,450,TA,166,120,192,0,0,0,NA,0,10,2007,217000
115,61,7259.328771,7259,Inside,1Fam,2Story,6,8,1945,2002,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,TA,TA,No,ALQ,774,150,104,1028,Y,SBrkr,1436,884,0,2320,1,0,2,1,3,1,Gd,9,Typ,1,TA,1945,Unf,1,180,TA,224,0,0,0,0,0,NA,0,7,2007,259500
116,34,3230.4837,3230,Corner,TwnhsE,2Story,6,5,1999,1999,MetalSd,MetalSd,BrkFace,1129,TA,TA,PConc,Gd,TA,No,GLQ,419,0,310,729,Y,SBrkr,729,729,0,1458,0,0,2,1,2,1,TA,5,Typ,1,Fa,1999,Unf,2,440,TA,0,32,0,0,0,0,NA,0,6,2007,176000
117,,11616.41311,11616,Inside,1Fam,1Story,5,5,1962,1962,Wd Sdng,Wd Sdng,BrkFace,116,TA,TA,CBlock,TA,TA,No,LwQ,170,670,252,1092,Y,SBrkr,1092,0,0,1092,0,1,1,0,3,1,TA,6,Typ,1,Po,1962,Unf,1,288,TA,0,20,144,0,0,0,NA,0,9,2009,139000
118,74,8536.538004,8536,Corner,1Fam,1Story,5,5,2006,2007,VinylSd,VinylSd,None,0,TA,TA,PConc,Gd,TA,No,Unf,0,0,1125,1125,Y,SBrkr,1125,0,0,1125,0,0,1,1,2,1,TA,5,Typ,0,NA,2007,Unf,2,430,TA,80,64,0,0,0,0,NA,0,4,2007,155000
119,90,12376.26819,12376,Corner,1Fam,2Story,7,5,1990,1990,Plywood,Plywood,None,0,TA,TA,PConc,Gd,TA,Mn,GLQ,1470,0,203,1673,Y,SBrkr,1699,1523,0,3222,1,0,3,0,5,1,Gd,11,Typ,2,TA,1990,Unf,3,594,TA,367,0,0,0,0,0,NA,0,5,2010,320000
120,65,8461.760257,8461,Inside,1Fam,2Story,6,5,2005,2006,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,Unf,0,0,728,728,Y,SBrkr,728,728,0,1456,0,0,2,1,3,1,Gd,8,Typ,1,Gd,2005,Fin,2,390,TA,0,24,0,0,0,0,NA,0,7,2006,163990
121,,21453.46679,21453,CulDSac,1Fam,SLvl,6,5,1969,1969,Plywood,Plywood,None,0,TA,TA,CBlock,TA,TA,Gd,ALQ,938,0,0,938,Y,SBrkr,988,0,0,988,1,0,1,0,1,1,TA,4,Typ,2,TA,1969,Unf,2,540,TA,0,130,0,130,0,0,NA,0,10,2006,180000
122,50,6060.569005,6060,Inside,1Fam,1.5Fin,4,5,1939,1950,AsbShng,AsbShng,None,0,TA,TA,PConc,TA,TA,No,Unf,0,0,732,732,Y,SBrkr,772,351,0,1123,0,0,1,0,3,1,TA,4,Typ,0,NA,1979,Unf,1,264,TA,0,0,140,0,0,0,NA,0,6,2007,100000
123,75,9464.225544,9464,Corner,1Fam,1Story,6,7,1958,1958,MetalSd,MetalSd,BrkFace,135,TA,Gd,CBlock,TA,TA,No,BLQ,570,0,510,1080,Y,SBrkr,1080,0,0,1080,0,0,1,0,3,1,TA,5,Typ,0,NA,1958,Unf,1,288,TA,0,0,0,0,130,0,NA,0,6,2008,136000
124,55,7892.261343,7892,Inside,TwnhsE,1Story,6,5,1993,1993,Plywood,Plywood,None,0,Gd,TA,PConc,Gd,TA,No,GLQ,300,0,899,1199,Y,SBrkr,1199,0,0,1199,0,0,2,0,2,1,Gd,5,Typ,0,NA,1993,RFn,2,530,TA,0,63,0,0,0,0,NA,0,3,2008,153900
125,48,17043.92536,17043,CulDSac,1Fam,1Story,6,5,1979,1998,HdBoard,HdBoard,None,0,TA,Gd,CBlock,Gd,Fa,No,Unf,0,0,1362,1362,Y,SBrkr,1586,0,0,1586,0,0,2,0,3,1,TA,7,Typ,1,TA,1979,Unf,2,435,TA,192,0,0,0,0,0,NA,0,1,2009,181000
126,60,6780.589345,6780,Inside,2fmCon,1.5Fin,6,8,1935,1982,Wd Sdng,Wd Sdng,None,0,TA,Fa,CBlock,TA,TA,Av,GLQ,490,0,30,520,N,SBrkr,520,0,234,754,1,0,1,0,2,1,TA,5,Typ,0,NA,NA,NA,0,0,NA,53,0,0,0,0,0,NA,0,6,2006,84500
127,,4928.858892,4928,Inside,TwnhsE,1Story,6,5,1976,1976,Plywood,Plywood,None,0,TA,TA,CBlock,Gd,TA,No,ALQ,120,0,958,1078,Y,SBrkr,958,0,0,958,0,0,2,0,2,1,TA,5,Typ,1,TA,1977,RFn,2,440,TA,0,205,0,0,0,0,NA,0,2,2007,128000
128,55,4388.000836,4388,Inside,1Fam,1.5Unf,5,7,1930,1950,WdShing,Wd Sdng,None,0,TA,Gd,BrkTil,TA,TA,No,LwQ,116,0,556,672,Y,SBrkr,840,0,0,840,0,0,1,0,3,1,TA,5,Typ,1,TA,NA,NA,0,0,NA,0,0,0,0,0,0,NA,0,6,2007,87000
129,69,7590.687707,7590,Inside,1Fam,2Story,6,5,1966,1966,VinylSd,VinylSd,BrkFace,266,TA,TA,CBlock,TA,TA,No,BLQ,512,0,148,660,Y,SBrkr,660,688,0,1348,0,0,1,1,3,1,TA,6,Typ,1,Fa,1966,RFn,2,453,TA,188,108,0,0,0,0,NA,0,7,2006,155000
130,69,8973.085179,8973,Inside,1Fam,1Story,5,7,1958,1991,Plywood,Plywood,BrkFace,85,TA,TA,CBlock,TA,TA,No,Rec,567,28,413,1008,Y,FuseA,1053,0,0,1053,0,1,1,1,3,1,Ex,6,Typ,0,NA,1998,RFn,2,750,TA,0,80,0,180,0,0,NA,0,7,2006,150000
131,88,14200.76566,14200,Corner,1Fam,2Story,7,6,1966,1966,MetalSd,MetalSd,BrkFace,309,TA,TA,CBlock,TA,TA,No,Rec,445,0,479,924,Y,SBrkr,1216,941,0,2157,0,0,2,1,4,1,Gd,8,Typ,2,Gd,1966,Fin,2,487,TA,105,66,0,0,0,0,NA,0,5,2006,226000
132,,12224.03198,12224,Corner,1Fam,2Story,6,5,2000,2000,VinylSd,VinylSd,BrkFace,40,Gd,TA,PConc,Gd,TA,No,GLQ,695,0,297,992,Y,SBrkr,1022,1032,0,2054,1,0,2,1,3,1,Gd,7,Typ,1,TA,2000,RFn,2,390,TA,24,48,0,0,0,0,NA,0,7,2009,244000
133,75,7388.43483,7388,Corner,1Fam,1Story,5,6,1959,2002,MetalSd,MetalSd,None,0,TA,TA,CBlock,TA,TA,No,Rec,405,0,658,1063,Y,SBrkr,1327,0,0,1327,1,0,1,0,3,1,Gd,7,Typ,0,NA,1974,Unf,2,624,TA,0,0,0,0,0,0,NA,0,7,2007,150750
134,,6853.863663,6853,Inside,1Fam,1Story,8,5,2001,2002,VinylSd,VinylSd,BrkFace,136,Gd,TA,PConc,Ex,TA,No,GLQ,1005,0,262,1267,Y,SBrkr,1296,0,0,1296,1,0,2,0,2,1,Gd,6,Typ,0,NA,2001,Fin,2,471,TA,192,25,0,0,0,0,NA,0,6,2009,220000
135,78,10335.26436,10335,Inside,1Fam,1Story,5,6,1968,1993,Plywood,Plywood,None,0,TA,TA,CBlock,TA,TA,No,Rec,570,0,891,1461,Y,SBrkr,1721,0,0,1721,0,0,2,1,3,1,TA,7,Min1,1,TA,1968,RFn,2,440,TA,0,96,180,0,0,0,NA,0,7,2006,180000
136,80,10400.42991,10400,Inside,1Fam,1Story,7,6,1970,1970,Plywood,Plywood,BrkFace,288,TA,TA,PConc,TA,TA,No,Unf,0,0,1304,1304,Y,SBrkr,1682,0,0,1682,0,0,2,0,3,1,TA,7,Typ,1,Gd,1970,Unf,2,530,TA,98,0,0,0,0,0,NA,0,5,2008,174000
137,,10355.19145,10355,Corner,1Fam,1Story,5,5,1967,1967,MetalSd,MetalSd,BrkFace,196,TA,TA,CBlock,TA,TA,No,BLQ,695,0,519,1214,Y,SBrkr,1214,0,0,1214,0,0,2,0,3,1,TA,5,Typ,1,Fa,1967,RFn,1,318,TA,0,111,0,0,0,0,NA,0,7,2007,143000
138,82,11070.72356,11070,Inside,Duplex,1Story,7,5,1988,1989,VinylSd,VinylSd,BrkFace,70,TA,TA,CBlock,TA,TA,No,Unf,0,0,1907,1907,Y,SBrkr,1959,0,0,1959,0,0,3,0,5,2,TA,9,Typ,0,NA,1989,Unf,3,766,TA,0,0,0,0,0,0,NA,0,7,2006,171000
139,73,9066.387901,9066,Inside,1Fam,2Story,8,5,1999,2000,VinylSd,VinylSd,BrkFace,320,Gd,TA,PConc,Gd,TA,Mn,GLQ,668,0,336,1004,Y,SBrkr,1004,848,0,1852,0,0,2,1,3,1,Gd,7,Typ,2,TA,1999,Fin,3,660,TA,224,106,0,0,0,0,NA,0,12,2008,230000
140,65,15426.68002,15426,Inside,1Fam,2Story,6,5,1997,1997,VinylSd,VinylSd,None,0,TA,TA,PConc,Gd,TA,No,GLQ,821,0,107,928,Y,SBrkr,928,836,0,1764,1,0,2,1,3,1,Gd,7,Typ,0,NA,1997,RFn,2,470,TA,276,99,0,0,0,0,NA,0,8,2009,231500
141,70,10500.42271,10500,FR2,1Fam,1Story,4,5,1971,1971,HdBoard,HdBoard,None,0,TA,TA,CBlock,TA,TA,No,ALQ,432,0,432,864,Y,SBrkr,864,0,0,864,0,0,1,0,3,1,TA,5,Typ,1,Po,NA,NA,0,0,NA,0,0,0,0,0,0,NA,0,4,2010,115000
142,78,11645.4859,11645,Inside,1Fam,1Story,7,5,2005,2005,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,Av,GLQ,1300,0,434,1734,Y,SBrkr,1734,0,0,1734,1,0,2,0,3,1,Gd,7,Typ,0,NA,2005,Fin,2,660,TA,160,24,0,0,0,0,NA,0,1,2006,260000
143,71,8520.975467,8520,Corner,1Fam,1.5Fin,5,4,1952,1952,BrkFace,Wd Sdng,None,0,TA,Fa,CBlock,TA,TA,No,Rec,507,0,403,910,Y,SBrkr,910,475,0,1385,0,0,2,0,4,1,TA,6,Typ,0,NA,2000,Unf,2,720,TA,0,0,0,0,0,0,NA,0,6,2010,166000
144,78,10335.56386,10335,Inside,1Fam,1Story,7,5,1999,1999,VinylSd,VinylSd,BrkFace,183,Gd,TA,PConc,Gd,TA,Gd,GLQ,679,0,811,1490,Y,SBrkr,1501,0,0,1501,1,0,2,0,3,1,Gd,6,Typ,0,NA,1999,RFn,2,577,TA,144,29,0,0,0,0,NA,0,6,2009,204000
145,70,9100.852755,9100,Inside,Duplex,1Story,5,5,1963,1963,HdBoard,HdBoard,BrkFace,336,TA,TA,CBlock,TA,TA,No,Rec,1332,0,396,1728,Y,SBrkr,1728,0,0,1728,1,0,2,0,6,2,TA,10,Typ,0,NA,1963,Unf,2,504,TA,0,0,0,0,0,0,NA,0,11,2006,125000
146,24,2522.765327,2522,Inside,Twnhs,2Story,6,5,2004,2006,VinylSd,VinylSd,Stone,50,Gd,TA,PConc,Gd,TA,No,Unf,0,0,970,970,Y,SBrkr,970,739,0,1709,0,0,2,0,3,1,Gd,7,Maj1,0,NA,2004,Unf,2,380,TA,0,40,0,0,0,0,NA,0,4,2006,130000
147,51,6120.920615,6120,Corner,1Fam,1Story,5,7,1931,1993,Wd Sdng,Wd Sdng,None,0,TA,TA,BrkTil,TA,TA,No,BLQ,209,0,506,715,Y,FuseA,875,0,0,875,1,0,1,0,2,1,TA,5,Typ,0,NA,1931,Unf,1,180,Fa,48,0,0,0,0,0,NA,0,11,2009,105000
148,,9505.062559,9505,CulDSac,1Fam,2Story,7,5,2001,2001,VinylSd,VinylSd,BrkFace,180,Gd,TA,PConc,Gd,TA,No,Unf,0,0,884,884,Y,SBrkr,884,1151,0,2035,0,0,2,1,3,1,Gd,8,Typ,1,Gd,2001,Fin,2,434,TA,144,48,0,0,0,0,NA,0,5,2010,222500
149,63,7500.247814,7500,Inside,1Fam,1Story,7,5,2004,2005,VinylSd,VinylSd,BrkFace,120,TA,TA,PConc,Gd,TA,No,GLQ,680,0,400,1080,Y,SBrkr,1080,0,0,1080,1,0,1,0,3,1,Gd,6,Typ,0,NA,NA,NA,0,0,NA,0,0,0,0,0,0,NA,0,4,2008,141000
150,,6240.012576,6240,Inside,1Fam,1.5Fin,5,4,1936,1950,MetalSd,MetalSd,None,0,TA,TA,BrkTil,Gd,TA,No,Unf,0,0,896,896,Y,FuseA,896,448,0,1344,0,0,1,0,3,1,TA,7,Typ,0,NA,1936,Unf,1,240,Fa,200,114,0,0,0,0,NA,0,4,2006,115000
151,120,10356.05441,10356,Corner,1Fam,1Story,5,6,1975,1975,HdBoard,HdBoard,None,0,TA,TA,CBlock,TA,TA,Av,BLQ,716,0,253,969,Y,SBrkr,969,0,0,969,0,0,1,1,3,1,TA,5,Typ,0,NA,1975,Unf,2,440,TA,0,0,0,0,0,0,NA,0,1,2007,122000
152,107,13891.91091,13891,Inside,1Fam,1Story,8,5,2007,2008,VinylSd,VinylSd,Stone,436,Gd,TA,PConc,Ex,TA,Gd,GLQ,1400,0,310,1710,Y,SBrkr,1710,0,0,1710,1,0,2,0,2,1,Gd,6,Typ,1,Gd,2007,RFn,3,866,TA,0,102,0,0,0,0,NA,0,1,2008,372402
153,,14803.47786,14803,CulDSac,1Fam,2Story,6,5,1971,1971,HdBoard,HdBoard,BrkFace,252,TA,TA,CBlock,TA,TA,No,Rec,416,0,409,825,Y,SBrkr,1097,896,0,1993,0,0,2,1,4,1,TA,8,Typ,1,Gd,1971,RFn,2,495,TA,0,66,0,0,0,0,NA,0,6,2006,190000
154,,13500.24384,13500,Inside,1Fam,1Story,6,7,1960,1975,BrkFace,Plywood,None,0,TA,TA,CBlock,Gd,TA,Gd,BLQ,429,1080,93,1602,Y,SBrkr,1252,0,0,1252,1,0,1,0,1,1,TA,4,Typ,1,Gd,1960,RFn,2,564,TA,409,0,0,0,0,0,NA,0,3,2008,235000
